风险等级,金融信息关注程度a4002a,风险和汇报组合选择a4003,股票和基金风险更大a4007,银行储蓄卡数量d1103,活期存款余额d1105,定期存款总额d2104_imp,是否持有基金d5102,是否拥有银行理财产品d7102,去年平均每月伙食费g1001,伙食费中在外就餐花费g1002,去年平均每月购买日常用品支出g1006,去年平均每月本地交通支出g1008_imp,去年每月通信费支出g1009_imp,去年平均每月文化娱乐支出g1010_imp,去年购买衣物支出g1011_imp,去年旅游总支出g1018_imp,去年平均每月水/电/燃料费/物业g1005,asset,total_income_imp,金融信息/银行储蓄卡,金融信息/伙食费,风险汇报选择/旅游
0,3,5,1,3,80000,70000,2,2,400,200,100,1000.000061,99.99999237,99.99999237,1999.999878,0,300,352979.875,48222,0.999966668,7.49998125,50000
0,3,4,1,4,15000,40000,2,2,600,400,400,460,199.9999542,250.0000305,4999.999512,0,300,712850,88200,0.74998125,4.999991667,40000
1,2,1,1,4,70000,50000,2,2,4000,2000,300,1099.999756,300.0000305,179.9999542,24999.99414,10000.00293,150,632628.6875,149000,0.4999875,0.499999875,1.00E-04
0,4,4,1,1,7500,150000,2,2,1000,0,100,250.0000305,80.00000763,24.99999809,2999.999023,1999.999878,130,400928.6875,75300,3.99960004,3.999996,0.002
2,3,4,1,4,100000,500000,1,1,2000,500,200,1000.000061,1000.000061,199.9999542,10000.00293,0,200,1573500,330000,0.74998125,1.49999925,40000
0,5,5,,4,70000,70000,2,2,700,0,100,59.99998856,149.9999695,35,1999.999878,0,150,411870,4160,1.249968751,7.142846939,50000
0,3,5,5,2,20000,30000,,2,2000,500,500,300.0000305,399.9999695,0,1999.999878,0,300,349600,160900,1.499925004,1.49999925,50000
0,5,5,1,1,80000,100000,2,2,500,0,300,24.99999809,50,29.99999809,0,0,100,364900,72300,4.99950005,9.99998,50000
4,2,2,2,,,16000,2,2,1000,300,100,99.99999237,99.99999237,99.99999237,4999.999512,1000.000061,200,573420,32420,20000,1.999998,0.002
0,5,5,5,2,60000,50000,,2,1200,0,100,800.0001221,99.99999237,24.99999809,1000.000061,0,120,481500,52432,2.499875006,4.166663194,50000
0,3,4,1,3,8000,100000,2,2,2250,1000,400,549.999939,99.99999237,300.0000305,7499.999023,0,200,588291.0625,81000,0.999966668,1.333332741,40000
0,5,4,5,,,20000,,2,1000,500,50,0,29.99999809,24.99999809,500.0000305,0,150,79000,30100,50000,4.999995,40000
0,4,6,1,1,20000,1000,2,2,2000,80,15,300.0000305,99.99999237,65.00000763,1499.999756,1999.999878,200,332000,63201,3.99960004,1.999999,0.003
0,4,3,5,3,20000,20000,,2,,0,,149.9999695,28.95143127,11.99999905,13.32065105,0,80,119274.6797,69422,1.33328889,4000000,30000
0,3,5,5,2,10000,20000,,2,300,0,200,399.9999695,70.00001526,0,2999.999023,0,100,229885.4688,52700,1.499925004,9.999966667,50000
0,5,5,5,2,3000,40000,,2,900,0,30,29.99999809,80.00000763,0,1499.999756,0,50,311200,39040,2.499875006,5.555549383,50000
0,5,5,5,3,100000,50000,,2,1000,200,300,149.9999695,99.99999237,0,2999.999023,0,110,310000,51030,1.666611113,4.999995,50000
0,3,5,1,3,10000,20000,2,2,0,0,40,199.9999542,80.00000763,80.00000763,10000.00293,0,150,393800,-41207,0.999966668,3000000,50000
0,3,5,5,,,200000,,2,300,0,150,99.99999237,50,0,1499.999756,0,150,305991.3125,122590,30000,9.999966667,50000
0,4,5,5,,,200000,,2,300,0,200,50,50,0,1499.999756,0,130,313000,15560,40000,13.33328889,50000
2,5,4,2,5,40000,50000,1,2,200,0,100,800.0001221,199.9999542,50,4999.999512,0,150,2074355.5,87640,0.99998,24.999875,40000
0,5,5,4,2,80000,60000,,2,500,300,100,149.9999695,29.99999809,80.00000763,500.0000305,0,80,852800,600,2.499875006,9.99998,50000
0,4,5,5,1,4000,10000,,2,100,0,50,50,40,0,1800.000366,0,50,379550,15900,3.99960004,39.9996,50000
0,4,6,1,1,50000,150000,2,2,1000,400,200,1000.000061,99.99999237,59.99998856,10000.00293,10000.00293,100,2207000,381000,3.99960004,3.999996,0.0006
0,2,3,1,3,7000,7000,2,2,1500,500,270,50,130.0000153,73.00000763,5999.999512,0,330,601000,47453,0.666644445,1.333332444,30000
0,3,3,1,5,25000,70000,2,2,2000,100,300,250.0000305,149.9999695,114.0000076,2999.999023,0,200,461600,99500,0.599988,1.49999925,30000
0,3,4,1,4,50000,300000,2,2,3000,1000,1000,500.0000305,99.99999237,99.99999237,10000.00293,0,300,2378020,104500,0.74998125,0.999999667,40000
0,4,5,5,1,4000,10000,,2,500,0,80,0,20.00000191,289.9999695,300.0000305,450,550,217913.3281,14720,3.99960004,7.999984,0.011111109
0,4,5,1,1,5000,40000,2,2,1000,300,150,99.99999237,130.0000153,56.99999619,1999.999878,0,300,309505.7188,64820,3.99960004,3.999996,50000
0,3,5,5,1,0,160000,,2,2000,300,100,82.99998474,99.99999237,82.99998474,1000.000061,0,300,371559.6875,47672,2.99970003,1.49999925,50000
0,4,4,1,2,2000,50000,2,2,1200,200,200,99.99999237,149.9999695,80.00000763,4000.001953,0,375,333792.875,78000,1.999900005,3.333330556,40000
0,3,3,1,2,1000,20000,2,2,1500,500,100,50,29.99999809,29.99999809,1000.000061,0,230,200032.7656,36410,1.499925004,1.999998667,30000
0,4,5,5,3,0,100000,,2,3000,417,100,50,99.99999237,99.99999237,1000.000061,0,200,304500,14500,1.33328889,1.333332889,50000
0,5,5,1,1,10000,100000,2,2,300,0,100,24.99999809,50,0,4500.000488,0,65,592480,133950,4.99950005,16.66661111,50000
0,5,4,4,1,0,25000,,2,1200,500,100,1000.000061,199.9999542,24.99999809,5999.999512,0,100,188600,71660,4.99950005,4.166663194,40000
0,3,5,5,1,,20000,,2,1000,0,100,99.99999237,99.99999237,124.9999847,1000.000061,0,200,257500,83141,2.99970003,2.999997,50000
0,5,5,1,,,10000,2,2,400,0,50,0,24.99999809,24.99999809,0,0,150,48494.69531,12450,50000,12.49996875,50000
0,3,3,1,4,40000,20000,2,2,3000,1500,100,199.9999542,99.99999237,99.99999237,1999.999878,0,300,1208500,66150,0.74998125,0.999999667,30000
0,4,5,1,2,50000,30000,2,2,3200,800,80,300.0000305,149.9999695,29.99999809,9000.000977,0,100,451300,294050,1.999900005,1.249999609,50000
0,4,5,4,1,0,80000,,2,2000,0,,40,99.99999237,97.00001526,1999.999878,0,110,457980,34780,3.99960004,1.999999,50000
0,5,5,5,,,100000,,2,600,100,10,20.00000191,99.99999237,0,1999.999878,0,167,232301.9375,123338,50000,8.333319444,50000
0,5,1,4,2,,10000,,2,1000,0,20,99.99999237,58.78886032,23.34883308,2999.999023,0,57,537700,118780,2.499875006,4.999995,10000
0,5,5,4,0,0,50000,,2,1000,0,30,300.0000305,50,0,1499.999756,0,500,185966.0469,-9450,50000,4.999995,50000
0,3,4,5,2,1,10000,,2,2000,0,100,0,99.99999237,0,0,0,,525701,13850,1.499925004,1.49999925,40000
1,3,5,4,3,,150000,,2,3000,30,500,0,70.00001526,124.9999847,500.0000305,0,300,930310.125,76500,0.999966668,0.999999667,50000
0,3,1,5,2,20000,400000,,2,1200,0,100,0,120.0000153,59.99998856,399.9999695,2999.999023,160,850044.875,54600,1.499925004,2.499997917,0.000333333
0,4,3,1,1,10000,100000,2,2,2000,200,500,99.99999237,300.0000305,179.9999542,11999.99707,4999.999512,800,1306760,214400,3.99960004,1.999999,0.0006
0,3,4,2,2,50000,100000,2,2,4000,1000,500,1000.000061,99.99999237,99.99999237,4999.999512,0,1500,719800,265100,1.499925004,0.749999813,40000
3,4,4,1,4,0,40000,2,2,1200,,,4000.001953,300.0000305,99.99999237,2800,,600,3002761.75,90396,0.999975001,3.333330556,40000
0,4,4,1,5,100000,300000,2,2,2000,0,300,599.999939,300.0000305,199.9999542,7000.000977,0,500,1442121,45000,0.799984,1.999999,40000
0,3,5,1,1,40000,160000,2,2,2000,0,100,0,199.9999542,170,4999.999512,0,200,3171955.25,180600,2.99970003,1.49999925,50000
3,3,3,1,4,30000,100000,2,2,1000,0,,1200.000122,99.99999237,130.0000153,4999.999512,0,350,981743,81722,0.74998125,2.999997,30000
0,4,5,1,1,60000,60000,2,2,2500,1000,100,0,99.99999237,0,1000.000061,5999.999512,1000,162700,69400,3.99960004,1.59999936,0.000833333
0,4,5,1,5,60000,300000,2,2,4000,1000,100,1250.000122,300.0000305,183,15000.00391,17000.00586,530,1421908.375,337401,0.799984,0.99999975,0.000294118
2,2,5,1,2,2000,100000,2,1,2000,40,200,0,120.0000153,199.9999542,2600,2999.999023,250,1293155.5,220300,0.999950002,0.9999995,0.001666667
2,3,3,1,4,0,20000,2,2,,,,237.4312592,300.0000305,0,2999.999023,2999.999023,,697500,157254,0.74998125,3000000,0.001
0,3,2,1,6,100000,50000,2,2,1000,200,100,500.0000305,300.0000305,199.9999542,4999.999512,0,200,855000,72158,0.499991667,2.999997,20000
3,4,3,1,4,30000,30000,2,1,500,100,133,0,199.9999542,66.00001526,10000.00293,1999.999878,50,846057.4375,146700,0.999975001,7.999984,0.0015
0,4,5,1,2,6000,20000,2,2,800,200,200,399.9999695,99.99999237,149.9999695,1000.000061,0,300,596110,122340,1.999900005,4.99999375,50000
0,4,3,1,3,30000,30000,2,2,1000,300,300,1200.000122,399.9999695,75,8000.000488,0,700,1092756,99436,1.33328889,3.999996,30000
0,4,5,1,2,16000,80000,2,2,2000,200,100,20.00000191,50,16,2999.999023,0,50,342422.8438,41820,1.999900005,1.999999,50000
0,5,5,5,,,10000,,2,600,0,55,2,45,0,99.99999237,0,35,137725.5781,61225,50000,8.333319444,50000
0,3,4,1,6,10000,2000,2,2,5000,1800,600,4999.999512,500.0000305,70.00001526,15000.00391,6500.00293,150,887500,70000,0.499991667,0.59999988,0.000615384
0,3,4,1,2,50000,50000,2,2,1000,0,100,0,99.99999237,20.00000191,4999.999512,0,120,206835.0781,104778,1.499925004,2.999997,40000
0,3,4,1,5,10000,53000,2,2,2000,200,100,50,99.99999237,99.99999237,1000.000061,20000.00391,200,951811,92900,0.599988,1.49999925,0.0002
0,3,4,5,2,70000,30000,,2,2000,100,300,599.999939,99.99999237,75,2999.999023,0,200,283814.75,104000,1.499925004,1.49999925,40000
0,5,5,1,,,10000,2,2,200,0,5,4,20.00000191,20.00000191,199.9999542,0,100,35530,22211,50000,24.999875,50000
0,4,5,1,0,15000,65000,2,2,300,0,80,10.00000095,24.99999809,24.99999809,1000.000061,0,50,129346.9219,27340,40000,13.33328889,50000
0,5,6,5,1,0,30000,,2,,,100,0,15,0,4401.206055,0,80,62073.79688,201750,4.99950005,5000000,60000
0,3,5,1,3,90000,60000,2,2,600,200,150,599.999939,300.0000305,24.99999809,1200.000122,0,300,623202.875,92720,0.999966668,4.999991667,50000
0,1,1,1,4,20000,15000,2,2,1500,200,30,1000.000061,300.0000305,149.9999695,2999.999023,15000.00391,50,282020.9375,-79700,0.24999375,0.666666222,6.67E-05
0,3,5,1,3,20000,50000,2,2,2000,1000,100,1200.000122,99.99999237,23,2999.999023,0,300,852980,47660,0.999966668,1.49999925,50000
0,4,4,1,1,2000,20000,2,2,1500,500,50,0,99.99999237,599.999939,4000.001953,0,150,444296.5625,51099,3.99960004,2.666664889,40000
0,3,5,1,2,15000,22500,2,2,1500,360,100,35,50,20.00000191,1350.000244,0,161,493106.0625,44917,1.499925004,1.999998667,50000
0,3,3,1,1,3000,30000,2,2,1000,0,70,300.0000305,170,29.99999809,1999.999878,0,200,167500,34420,2.99970003,2.999997,30000
0,4,3,1,2,50000,5000,2,2,1200,100,100,99.99999237,149.9999695,99.99999237,1000.000061,1999.999878,500,507500,58150,1.999900005,3.333330556,0.0015
0,5,5,5,1,0,20000,2,2,150,0,10,0,24.99999809,0,0,0,18,454290,18867,4.99950005,33.33311111,50000
0,3,5,5,3,20000,20000,,,1800,1000,100,179.9999542,50,15,1000.000061,0,200,176600,16264,0.999966668,1.666665741,50000
0,5,5,5,2,20000,15000,2,2,400,70,20,50,50,0,500.0000305,399.9999695,50,155500,24860,2.499875006,12.49996875,0.012499998
0,2,4,2,3,20000,20000,2,2,2000,450,20,65.00000763,50,24.99999809,2999.999023,0,150,404382.5938,59998,0.666644445,0.9999995,40000
0,3,4,1,,,10000,2,2,2000,0,30,99.99999237,40,0,1000.000061,0,500,107076.3359,6970,30000,1.49999925,40000
0,3,4,5,,,20000,,2,450,0,50,17,120.0000153,0,1499.999756,0,70,656815.875,56660,30000,6.666651852,40000
0,3,4,5,,,25000,,2,300,0,50,300.0000305,29.99999809,0,199.9999542,0,55,173287.3125,9402,30000,9.999966667,40000
0,4,4,2,2,,5000,2,2,1100,200,100,29.99999809,50,0,500.0000305,0,200,152004.6406,3240,1.999900005,3.636360331,40000
0,5,5,5,1,3000,500000,2,2,600,0,100,300.0000305,260,0,1999.999878,0,150,573200,51400,4.99950005,8.333319444,50000
0,3,3,1,3,80000,50000,2,2,4000,500,100,99.99999237,199.9999542,59.99998856,1000.000061,0,300,476865.4688,101400,0.999966668,0.749999813,30000
0,3,3,1,3,20000,10000,2,2,1300,0,250,149.9999695,50,21.00000191,956.4523315,0,350,676500,77829,0.999966668,2.307690533,30000
2,2,4,1,5,50000,500000,2,1,2000,0,500,0,199.9999542,300.0000305,2999.999023,0,900,4645500.5,123700,0.399992,0.9999995,40000
4,1,3,2,3,1000000,500000,2,2,10000,6000,,328.2206421,399.9999695,1000.000061,10000.00293,79999.96094,3000,20000000,882839,0.333322223,0.09999999,3.75E-05
4,2,2,1,5,50000,50000,2,2,4000,1500,300,1999.999878,199.9999542,300.0000305,15000.00391,20000.00391,700,754967.375,267000,0.399992,0.499999875,1.00E-04
0,3,4,1,5,1000000,10900,2,2,2000,1000,,0,199.9999542,199.9999542,6309.802246,0,,4136268.25,767902,0.599988,1.49999925,40000
1,3,3,1,3,150000,120000,2,2,4000,1000,200,300.0000305,300.0000305,199.9999542,3499.999512,4999.999512,400,593312,155120,0.999966668,0.749999813,0.0006
3,2,3,1,6,100000,20000,1,1,2000,1000,200,1000.000061,300.0000305,199.9999542,2999.999023,0,500,979600,102400,0.333327778,0.9999995,30000
1,3,3,1,8,35000,60000,2,2,2000,1000,100,300.0000305,199.9999542,99.99999237,1999.999878,0,350,670392.0625,122000,0.374995313,1.49999925,30000
0,4,3,1,,10000,10000,2,2,2080,80,300,1499.999756,199.9999542,300.0000305,1000.000061,0,400,545660.3125,95073,40000,1.923075999,30000
0,4,5,,3,90000,100000,2,2,3000,500,250,199.9999542,399.9999695,300.0000305,1000.000061,0,,947682.75,29500,1.33328889,1.333332889,50000
3,3,4,1,3,20000,50000,1,1,1200,400,2000,15000.00391,120.0000153,120.0000153,8000.000488,12999.99512,150,1239002.75,202700,0.999966668,2.499997917,0.000307692
0,2,5,1,5,150000,100000,2,2,2000,400,30,99.99999237,29.99999809,20.00000191,500.0000305,0,250,522435.125,117750,0.399992,0.9999995,50000
0,5,6,5,,,30000,,2,600,0,80,199.9999542,35,0,350.000061,0,,469659.2813,11715,50000,8.333319444,60000
0,3,3,1,2,3000,20000,2,2,2000,0,200,199.9999542,149.9999695,99.99999237,500.0000305,0,500,256100,21793,1.499925004,1.49999925,30000
0,3,3,1,2,,50000,2,2,4000,0,200,99.99999237,199.9999542,20.00000191,1782.671631,1000.000061,300,2234152,223700,1.499925004,0.749999813,0.003
2,3,4,2,4,160000,50000,2,2,600,500,50,500.0000305,99.99999237,149.9999695,1000.000061,1999.999878,300,1306700,51849,0.74998125,4.999991667,0.002
4,3,1,1,4,20000,100000,2,1,2000,500,200,599.999939,199.9999542,99.99999237,1341.235962,0,200,750250.9375,551369,0.74998125,1.49999925,10000
3,2,4,1,1,1000,50000,2,1,2000,0,200,199.9999542,99.99999237,199.9999542,2491.666504,0,,541000,56000,1.99980002,0.9999995,40000
0,5,5,1,3,120000,100000,2,2,3500,1500,100,0,149.9999695,50,0,0,120,428153.9375,40765,1.666611113,1.42857102,50000
0,4,5,1,2,3000,20000,2,2,1500,500,1000,179.9999542,50,599.999939,560.000061,0,3000,548102.1875,52510,1.999900005,2.666664889,50000
0,4,5,,0,5750,57500,2,2,2000,0,50,15,99.99999237,53.00000381,0,0,100,420184.0625,91410,40000,1.999999,50000
0,3,5,1,,100000,60000,2,2,4000,,200,2499.999512,1000.000061,1499.999756,2499.999512,0,700,4457830,113167,30000,0.749999813,50000
0,5,6,1,,,10000,2,2,500,0,30,20.00000191,20.00000191,11.99999905,300.0000305,0,8,111700,7390,50000,9.99998,60000
0,3,3,1,4,,50000,2,2,2000,0,200,149.9999695,179.9999542,149.9999695,5999.999512,0,600,425530.2813,69430,0.74998125,1.49999925,30000
4,4,1,1,5,10000,20000,2,2,2000,300,200,199.9999542,149.9999695,99.99999237,1999.999878,0,300,716008.8125,125600,0.799984,1.999999,10000
0,4,5,1,3,,30000,2,1,4000,500,50,1499.999756,300.0000305,149.9999695,16000.00098,4999.999512,600,856723,61238,1.33328889,0.99999975,0.001
0,4,5,5,0,15000,10000,,2,500,0,50,50,40,8,800.0001221,0,100,253000,9071,40000,7.999984,50000
2,3,3,1,3,40000,20000,2,2,1700,500,200,2999.999023,199.9999542,149.9999695,2999.999023,0,400,4646250,212400,0.999966668,1.764704844,30000
0,4,4,1,1,30000,10000,2,2,2000,250,250,1099.999756,130.0000153,0,2008.000244,0,60,502661.8125,26460,3.99960004,1.999999,40000
4,1,3,1,3,15000,2000,2,2,600,0,41,249.1362,208,110.0000153,1010.544678,4999.999512,286,1813000,47600,0.333322223,1.666663889,0.0006
4,3,3,1,3,5000,30000,2,2,2000,200,400,240.0000153,399.9999695,300.0000305,2999.999023,0,350,917950,77520,0.999966668,1.49999925,30000
0,4,5,1,,40000,80000,2,2,3500,650,16,99.99999237,80.00000763,11.99999905,1499.999756,20000.00391,250,1686633,108420,40000,1.142856816,0.00025
0,2,3,1,,,30000,2,2,1500,1000,500,99.99999237,99.99999237,99.99999237,10000.00293,0,300,498495.4063,97000,20000,1.333332444,30000
0,4,5,1,5,10000,60000,2,2,3500,1000,200,149.9999695,99.99999237,50,900.0001221,1000.000061,350,283945.4375,106960,0.799984,1.142856816,0.004999999
0,2,4,5,0,250000,150000,2,2,600,0,30,0,80.00000763,24.99999809,199.9999542,0,130,1200700,79425,20000,3.333327778,40000
0,5,6,5,0,30000,30000,2,2,500,0,100,130.0000153,59.99998856,0,199.9999542,0,100,229900,13137,50000,9.99998,60000
3,3,4,5,6,30000,300000,1,1,4000,2000,100,1000.000061,149.9999695,99.99999237,1999.999878,10000.00293,250,1141000,80000,0.499991667,0.749999813,0.0004
0,5,4,1,1,2000,40000,2,2,1200,400,20,0,0,26.00000191,2200.000244,4999.999512,100,913495.9375,133000,4.99950005,4.166663194,0.0008
0,2,5,1,2,100000,50000,2,2,2000,200,30,0,149.9999695,0,300.0000305,0,500,1132000,89000,0.999950002,0.9999995,50000
0,3,4,5,0,60000,70000,2,2,3000,600,300,50,50,29.99999809,300.0000305,9,100,543100,64800,30000,0.999999667,0.444439506
3,2,3,1,3,20000,20000,2,2,3000,1500,1000,0,99.99999237,75,5999.999512,1000.000061,300,241000,149000,0.666644445,0.666666444,0.003
1,3,3,1,2,10000,70000,1,2,2000,0,30,0,70.00001526,35,800.0001221,0,100,998750.5625,38000,1.499925004,1.49999925,30000
0,5,5,1,2,,30000,2,2,2000,0,20,0,99.99999237,59.99998856,0,0,100,1326545.5,96600,2.499875006,2.49999875,50000
1,2,2,1,25,200000,700000,2,1,8000,5000,200,10000.00293,820,289.9999695,29999.99219,29999.99219,1500,12837806,680999,0.07999968,0.249999969,6.67E-05
0,3,5,1,4,20000,110000,2,2,2000,0,100,910.7590942,159.9999695,73.00000763,1999.999878,0,200,1308250,143885,0.74998125,1.49999925,50000
2,3,4,1,3,2000,100000,2,1,3000,1500,500,1000.000061,199.9999542,99.99999237,1000.000061,0,1500,891050.0625,84400,0.999966668,0.999999667,40000
0,4,3,1,3,18000,60000,2,2,1500,300,100,1499.999756,300.0000305,99.99999237,2999.999023,0,300,779186.8125,63700,1.33328889,2.666664889,30000
0,3,4,5,3,100000,80000,2,2,300,,50,50,59.99998856,0,300.0000305,5999.999512,168,542256.125,68090,0.999966668,9.999966667,0.000666667
0,3,4,5,0,30000,50000,2,2,1000,500,500,29.99999809,50,0,500.0000305,0,150,328500,14049,30000,2.999997,40000
0,5,4,1,,,80000,2,2,300,40,10,29.99999809,40,5,1000.000061,2499.999512,54,290630.8125,11730,50000,16.66661111,0.0016
0,4,3,1,2,20000,35000,2,2,1000,200,100,149.9999695,149.9999695,0,1000.000061,0,100,161750,73671,1.999900005,3.999996,30000
0,4,5,1,8,150000,50000,2,2,4000,0,300,0,599.999939,99.99999237,8000.000488,0,500,895700,77950,0.49999375,0.99999975,50000
1,3,3,1,10,25000,300000,1,2,2500,250,1000,80.00000763,140.0000153,210,1000.000061,1000.000061,314,1509588.625,149984,0.299997,1.19999952,0.003
3,4,5,1,,,50000,2,1,3000,,,549.999939,99.99999237,16.52701378,1821.138794,2999.999023,250,644969.1875,84310,40000,1.333332889,0.001666667
0,5,5,1,0,20000,150000,2,2,2500,0,,0,70.00001526,45.05024719,1000.000061,4999.999512,400,748643.3125,136020,50000,1.9999992,0.001
0,5,5,5,3,850,40000,,2,3000,500,200,50,59.99998856,99.99999237,1999.999878,4999.999512,300,416266.2813,140000,1.666611113,1.666666111,0.001
0,4,5,1,2,100000,100000,2,2,2000,0,,149.9999695,50,50,1000.000061,0,100,476579.75,130600,1.999900005,1.999999,50000
0,4,2,1,2,7000,160000,2,2,2000,500,100,13.00000095,80.00000763,1999.999878,1999.999878,0,120,243500,45890,1.999900005,1.999999,20000
0,3,4,4,1,,15000,,2,2550,660,300,1499.999756,900.0001221,75.99999237,2800,11999.99707,407,1699950,84840,2.99970003,1.176470127,0.000333333
0,3,5,1,3,,100000,2,2,1000,0,100,0,199.9999542,70.00001526,1000.000061,0,200,1931300,41505,0.999966668,2.999997,50000
0,4,5,5,3,10000,100000,,2,2000,0,50,99.99999237,300.0000305,149.9999695,1999.999878,0,400,2348600,102208,1.33328889,1.999999,50000
0,2,4,4,0,2500,10000,,2,600,0,20,50,29.99999809,24.00000191,199.9999542,0,70,283378.1875,7750,20000,3.333327778,40000
0,4,4,2,2,10000,30000,2,2,900,0,100,149.9999695,199.9999542,0,4500.000488,0,100,151394.2969,73550,1.999900005,4.444439506,40000
0,3,3,5,3,35000,20000,,2,1500,0,100,0,99.99999237,50,500.0000305,0,200,870798.5,57350,0.999966668,1.999998667,30000
0,3,3,5,1,50000,100000,2,2,3000,1000,200,500.0000305,199.9999542,80.00000763,4000.001953,4999.999512,180,948520.875,3430,2.99970003,0.999999667,0.0006
0,4,4,1,4,8500,6500,2,2,,,100,29.99999809,98.00000763,27.00000191,1000.000061,0,150,503102.4063,80315,0.999975001,4000000,40000
2,3,3,2,4,5000,50000,2,2,4000,3000,100,4500.000488,350.000061,114.0000076,2999.999023,4999.999512,300,584881.5625,54250,0.74998125,0.749999813,0.0006
2,5,5,5,1,50000,20000,2,1,2500,0,50,0,199.9999542,116.0000229,2999.999023,0,300,2116200,22640,4.99950005,1.9999992,50000
0,3,4,4,4,50000,20000,,2,3000,0,80,350.000061,99.99999237,0,2999.999023,0,230,336000,60200,0.74998125,0.999999667,40000
0,4,4,4,,,19000,2,2,120,0,20,0,35,0,0,0,,97100,19781,40000,33.33305556,40000
1,2,3,2,5,100000,50000,1,2,1000,800,500,599.999939,99.99999237,149.9999695,1999.999878,4999.999512,200,242500,92200,0.399992,1.999998,0.0006
0,2,3,1,2,200000,150000,2,2,2500,300,200,199.9999542,250.0000305,0,500.0000305,0,100,389932.7813,32550,0.999950002,0.79999968,30000
0,4,4,2,1,,5000,2,2,1500,0,100,149.9999695,20.00000191,24.99999809,1200.000122,0,500,1017002.625,23950,3.99960004,2.666664889,40000
0,4,6,5,4,30000,30000,,2,1500,0,100,10.00000095,149.9999695,29.99999809,1499.999756,0,250,664300,97510,0.999975001,2.666664889,60000
0,5,5,5,,,20000,,2,1500,200,100,199.9999542,50,50,1000.000061,0,100,92910,33699,50000,3.333331111,50000
0,5,5,5,0,0,10000,,2,2000,200,100,42.54372406,199.9999542,59.99998856,2999.999023,0,300,111000,20928,50000,2.49999875,50000
0,4,5,,3,0,20000,2,2,1000,100,50,99.99999237,199.9999542,0,2999.999023,0,46,61000,70970,1.33328889,3.999996,50000
0,3,1,2,1,10000,10000,2,2,300,200,30,5,29.99999809,0,199.9999542,0,45,85000,3190,2.99970003,9.999966667,10000
0,5,5,5,,,5000,,2,500,0,20,50,29.99999809,0,0,0,20,28277.89258,2470,50000,9.99998,50000
0,3,3,1,2,20000,80000,2,2,3000,500,300,0,99.99999237,1999.999878,1236.760986,4000.001953,300,686156.5,66800,1.499925004,0.999999667,0.00075
0,3,5,1,4,80000,150000,2,2,3500,1500,200,300.0000305,199.9999542,199.9999542,7000.000977,4999.999512,350,634000,239100,0.74998125,0.857142612,0.001
0,5,5,5,2,6000,80000,,2,800,50,50,20.00000191,99.99999237,35.99999619,500.0000305,0,150,101915,17400,2.499875006,6.249992188,50000
0,4,5,1,2,50000,200000,2,2,3000,1000,200,500.0000305,199.9999542,312.000061,1999.999878,0,275,865500,96000,1.999900005,1.333332889,50000
2,4,3,1,2,40000,30000,2,1,1200,500,200,199.9999542,99.99999237,146.0000153,1000.000061,0,200,310900,62700,1.999900005,3.333330556,30000
0,5,5,1,5,0,20000,2,2,2600,1450,55,199.9999542,99.99999237,24.99999809,1000.000061,0,410,30894,87546,0.99998,1.923076183,50000
0,3,5,1,,,10000,2,2,3000,0,,50,10.00000095,54.99999237,653.5770264,0,300,1213700,106000,30000,0.999999667,50000
0,1,5,,2,20000,20000,2,2,5500,3000,700,38.24621964,250.0000305,23.61325073,1499.999756,0,600,842021,36722,0.499975001,0.181818149,50000
0,5,5,5,1,5000,10000,,2,1500,0,50,10.00000095,29.99999809,0,1400.000244,0,100,29870,32000,4.99950005,3.333331111,50000
0,3,5,,,7500,80000,2,2,1400,200,150,149.9999695,199.9999542,3.535393476,1000.000061,0,167,221653.7813,145860,30000,2.142855612,50000
0,4,4,4,5,50000,20000,,2,2000,300,200,300.0000305,99.99999237,333,1999.999878,0,200,340109.9375,41560,0.799984,1.999999,40000
0,4,3,1,2,50000,130000,2,2,2000,500,67,609.9998779,99.99999237,29.99999809,3499.999512,0,190,571507,118130,1.999900005,1.999999,30000
0,4,5,4,2,0,20000,,2,1500,0,100,199.9999542,99.99999237,11.99999905,1999.999878,0,150,66750,70150,1.999900005,2.666664889,50000
0,5,2,1,2,40000,100000,2,2,2000,0,600,99.99999237,59.99998856,599.999939,20000.00391,0,300,1001000,124250,2.499875006,2.49999875,20000
0,3,5,1,1,38972,50000,2,2,1500,120,200,149.9999695,27.99999809,149.9999695,4500.000488,4999.999512,250,114974.9844,46120,2.99970003,1.999998667,0.001
2,2,3,1,2,10000,30000,2,2,2000,500,150,300.0000305,250.0000305,99.99999237,4999.999512,0,400,239807.3438,74859,0.999950002,0.9999995,30000
0,3,3,1,1,20000,50000,2,2,3000,500,1000,1499.999756,399.9999695,300.0000305,10000.00293,10000.00293,500,2823217,19000,2.99970003,0.999999667,0.0003
4,1,4,1,0,12000,20000,2,2,1600,200,30,20.00000191,29.99999809,13.00000095,500.0000305,0,426,721370,64135,10000,0.624999609,40000
1,3,3,1,10,30000,100000,2,2,2500,1500,100,500.0000305,159.9999695,99.99999237,8000.000488,4999.999512,300,1319881,80720,0.299997,1.19999952,0.0006
2,5,4,1,2,7000,70000,2,1,3000,1500,200,50,99.99999237,29.99999809,0,0,350,843800,67500,2.499875006,1.666666111,40000
